State,Bill Number,Summary,NCDP Categories,Subcategory,Hazard Type
Minnesota,S 20,"Relates to state government, appropriates money for environment, natural resources, and tourism, appropriates money from environment and natural resources trust fund, modifies fees and programs, modifies disposition and expenditure of certain funds, creates accounts, authorizes sales and conveyances of certain state land, adds to and deleting from state parks and recreation areas, modifies state land and school trust land provisions, provides cost-share incentives to increase tree planting.",Health and Medical,Health and Medical,"Disaster Mitigation-Flooding, Wildlife-Pollinators"
North Carolina,S 496,"Provides that whenever a state of disaster is proclaimed for the state or for an area within or whenever the President of the U.S. has issued a major disaster declaration for the state or for an area within under the Stafford Act, the application of any provision in an insurance policy insuring real property and its contents that are located within the designated area in the proclamation, which provision requires an insured to file a proof of loss within a certain time period after the loss shall be stayed.",Health and Medical,Health and Medical,Disaster Mitigation
Oregon,S 1536,"Limits restrictions on portable cooling devices in residences by landlords, homeowners associations, condominium associations and local governments.",Health and Medical,Health and Medical,"Disaster Mitigation, Heat"
Pennsylvania,S 915,"Provides for the capital budget for fiscal year 2021-2022, itemizes public improvement projects, furniture and equipment projects, transportation assistance, redevelopment assistance projects, flood control projects and Pennsylvania Fish and Boat Commission projects leased or assisted by the Department of General Services and other State agencies, together with their estimated financial costs.",Health and Medical,Health and Medical,Disaster Mitigation-Flooding
Wisconsin,A 68,"Concerns state finances and appropriations, constitutes the executive budget act of the 2021 legislature.",Health and Medical,Health and Medical,Disaster Mitigation
Alaska,H 227,"Relates to municipal energy and resilience improvement assessment programs, relates to the planning commission membership apportionment requirement for first and second class boroughs.",Housing,Housing,"Water-Conservation/Efficiency, Water, Disaster Mitigation"
California,A 128,Makes appropriations for the support of state government for the 2021-22 fiscal year.,Housing,Housing,Disaster Mitigation-Wildfire
California,A 1297,"Authorizes economic development facilities and public development facilities to include housing if the housing meets certain financing requirements and limits, as specified. Prohibits the proceeds of private activity bonds issued by the bank under any state allocation from being used to finance any housing. Prohibits funds from the Infrastructure State Revolving Loan Program from being used to finance any housing component of a public development facility.",Housing,Housing,Disaster Mitigation
California,A 72,"Enacts the Coastal Adaptation Permitting Act of 2021. Requires the Natural Resources Agency to explore, and authorize it to implement, options within the agency's jurisdiction to establish a more coordinated and efficient regulatory review and permitting process for coastal adaptation projects that use natural infrastructure.",Housing,Housing,Disaster Mitigation
California,A 9,Establishes in the Office of the State Fire Marshal the Deputy Director of Community Wildfire Preparedness and Mitigation and would require the deputy director to be responsible for fire preparedness and mitigation missions of the department. Transfers and delegates certain duties related to fire safety and wildfire prevention from the Department of Forestry and Fire Protection and the Director of Forestry and Fire Protection to the Office of the State Fire Marshal and the State Fire Marshal.,Housing,Housing,"Water-Resources/Planning, Water, Disaster Mitigation, Disaster Mitigation-Wildfire"
California,S 129,Relates to the Budget Act of 2021.,Housing,Housing,Disaster Mitigation-Wildfire
California,S 154,"Makes appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.",Housing,Housing,Disaster Mitigation-Wildfire
California,S 170,Amends the Budget Act of 2021.,Housing,Housing,"Disaster Mitigation, Wildlife-Pollinators"
Colorado,H 1111,"Concerns insurance coverage for insured losses incurred as a result of a declared fire disaster, make an appropriation.",Housing,Housing,Disaster Mitigation-Wildfire
Colorado,S 206,"Concerns resources for disaster preparedness and recovery, creates the Disaster Resilience Rebuilding Program, the Sustainable Rebuilding Program, and the Office of Climate Preparedness, appropriates funds.",Housing,Housing,Disaster Mitigation
Florida,H 837,"Relates to the Hurricane Loss Mitigation Program, revises the use of certain funds from the Florida Hurricane Catastrophe Fund to include construction of certain facilities, revises the title of a certain annual report, revises provisions to require the Manufactured Housing and Mobile Home Mitigation and Enhancement Program to be operated by Gulf Coast State College, deletes construction related to Citizens Property Insurance Corporation coverage rates, provides for funding.",Housing,Housing,Disaster Mitigation
Georgia,H 244,"Relates to the funding of services or reduction of ad valorem taxes in unincorporated areas of counties, relates to powers and duties of governing authority to include flood risk reduction in the enumerated list of county, provides for which county ad valorem taxes or county corporation taxes based upon gross direct insurance premiums shall be used.",Housing,Housing,"Disaster Mitigation, Disaster Mitigation-Flooding"
Hawaii,H 2120,"Clarifies current practices, policies, and procedures of the state emergency management program and updates it with the prevailing emergency management best practices, highlights the intent of the State, governor, and emergency management agencies to address environmental and climate impacts on emergency management.",Housing,Housing,Disaster Mitigation
Hawaii,S 1107,Establishes the hazard mitigation special fund for the state emergency management agency.,Housing,Housing,Disaster Mitigation
Hawaii,S 3087,"Provides for mutual assistance between the states entering into this compact in managing any emergency or disaster that is duly declared by the governor of the affected state, whether arising from natural disaster, technological hazard, manmade disaster, civil emergency aspects of resources shortages, community disorders, insurgency, or enemy attack.",Housing,Housing,Disaster Mitigation
Illinois,H 2739,"Creates the Private Primary Residential Flood Insurance Act, provides that authorized insurers must obtain the Director of Insurances approval for a plan of operation or material revisions to such plan, removes language that provides that the Department of Insurance may require that an insurer file the forms for primary residential flood insurance coverage, or that an authorized insurer may issue an insurance policy, contract, or endorsement.",Housing,Housing,Disaster Mitigation-Flooding
Louisiana,H 1052,"Establishes the Hazard Mitigation Revolving Loan Fund to provide assistance for projects that will reduce disaster risks for homeowners, businesses, nonprofit organizations, and communities in order to decrease the loss of life and property, the cost of insurance, and Federal disaster payments, or as otherwise required by federal law or grant agreements.",Housing,Housing,Disaster Mitigation
Massachusetts,H 4269,"Relates to immediate COVID 19 recovery needs, provides for the expenditure of certain federal funds, makes certain changes in law, each of which is immediately necessary to carry out those appropriations or to accomplish other important public purposes, declares emergency.",Housing,Housing,Disaster Mitigation
Maryland,H 1312,"Alters the Resilient Maryland Revolving Loan Fund to provide for loans to be made to private property owners, authorizes the Fund to include money from the Federal Emergency Management Agency, requires a portion of the Fund to be used for a certain purpose under certain circumstances, authorizes loan forgiveness under certain circumstances, relates to the Resilient Maryland Revolving Loan Fund.",Housing,Housing,Disaster Mitigation
Maryland,S 814,"Alters the Resilient Maryland Revolving Loan Fund to provide for loans to be made to private property owners, authorizes the Fund to include money from the Federal Emergency Management Agency, requires a portion of the Fund to be reserved used for a certain purpose under certain circumstances, authorizes loan forgiveness under certain circumstances.",Housing,Housing,Disaster Mitigation
North Carolina,S 105,"Makes base budget appropriations for current operations of state agencies, departments, and institutions.",Housing,Housing,"Disaster Mitigation, Disaster Mitigation-Flooding, Wildlife-Pollinators"
North Carolina,S 496,"Provides that whenever a state of disaster is proclaimed for the state or for an area within or whenever the President of the U.S. has issued a major disaster declaration for the state or for an area within under the Stafford Act, the application of any provision in an insurance policy insuring real property and its contents that are located within the designated area in the proclamation, which provision requires an insured to file a proof of loss within a certain time period after the loss shall be stayed.",Housing,Housing,Disaster Mitigation
New Jersey,A 2374,"Concerns the implementation of renewable energy and energy efficiency systems and water conservation, flood and hurricane resistance projects, energy storage, and microgrids.",Housing,Housing,"Water-Conservation/Efficiency, Water-Resources/Planning, Water, Disaster Mitigation"
New York,S 2509,"Enacts into law major components of legislation which are necessary to implement the state fiscal plan for the 2021 to 2022 state fiscal year, imposes a tax surcharge on wealthy taxpayers, relates to delaying tax reductions, imposes a pass through entity tax, relates to child care services expenditures under the excelsior jobs program and the employer provided child care credit.",Housing,Housing,"Disaster Mitigation, Disaster Mitigation-Flooding"
New York,S 8204,"Amends the canal law, in relation to designating the director of the upstate flood mitigation task force and assessments of Erie Canal system operation procedures related to flood mitigation and management, amends the canal law relating to the upstate flood mitigation task force.",Housing,Housing,"Disaster Mitigation, Disaster Mitigation-Flooding"
Oregon,S 1536,"Limits restrictions on portable cooling devices in residences by landlords, homeowners associations, condominium associations and local governments.",Housing,Housing,"Disaster Mitigation, Heat"
Pennsylvania,S 915,"Provides for the capital budget for fiscal year 2021-2022, itemizes public improvement projects, furniture and equipment projects, transportation assistance, redevelopment assistance projects, flood control projects and Pennsylvania Fish and Boat Commission projects leased or assisted by the Department of General Services and other State agencies, together with their estimated financial costs.",Housing,Housing,Disaster Mitigation-Flooding
Tennessee,S 795,"Enacts the Commercial Property Assessed Clean Energy and Resilience Act, provides that by authorizing local governments to adopt C-PACER programs, the general assembly finds that a valid public purpose exists because the use of C-PACER will increase economic development, lower insurance costs, and lower disaster and emergency response and aid costs to local governments, provides that C-PACER programs will also decrease energy and water costs and encourage energy and water sustainability.",Housing,Housing,Disaster Mitigation
Wisconsin,A 68,"Concerns state finances and appropriations, constitutes the executive budget act of the 2021 legislature.",Housing,Housing,Disaster Mitigation
West Virginia,H 4295,"Transfers the State Office of the National Flood Insurance Program from the Offices of the Insurance Commissioner to the Division of Emergency Management, requires the establishment of floodplain management guidelines in special hazard areas which are in conformity with federal regulations, requires the state treasurer to distribute funds from the flood insurance tax fund to finance the operations and responsibilities of the State Office of the National Flood Insurance Program.",Housing,Housing,Disaster Mitigation-Flooding
Alaska,H 227,"Relates to municipal energy and resilience improvement assessment programs, relates to the planning commission membership apportionment requirement for first and second class boroughs.",Land Use,Land Use,"Water-Conservation/Efficiency, Water, Disaster Mitigation"
Arizona,H 2580,"Relates to the Department of Forestry and Fire Management, modifies delegation of authority relating to wildfire prevention, mitigation, and suppression activities.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Wildfire"
California,A 1183,"Establishes the State Desert Conservation Program under the administration of the Wildlife Conservation Board to protect, preserve, and restore the natural, cultural, and physical resources of portions of the Mojave and Colorado Deserts region, to promote the protection and restoration of the biological diversity of the region, to provide for resilience in the region to climate change, to improve air quality and water resources, and to enhance public use and enjoyment of the lands.",Land Use,Land Use,"Climate Change, Climate Change - Adaptation and Environment"
California,A 128,Makes appropriations for the support of state government for the 2021-22 fiscal year.,Land Use,Land Use,Disaster Mitigation-Wildfire
California,A 1409,"Provides that the Planning and Zoning Law requires the legislative body of each county and city to adopt a comprehensive, long-term general plan for the physical development of the county or city and of any land outside its boundaries that bears a relation to its planning. Requires the safety element to be reviewed and updated to identify evacuation locations. Imposes a state-mandated local program.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Flooding"
California,A 1592,"Relates to the Fresno Metropolitan Flood Control Act which requires that a contract entered into by the Fresno Flood Control District for materials, supplies, or for the construction or repair of works or improvements that has a contract price exceeding a specified amount be let to the lowest responsible bidder. Increases the contract price amount set forth in those provisions for a contract for materials or supplies.",Land Use,Land Use,Disaster Mitigation-Flooding
California,A 431,"Extends to January 1, 2026, the State Board of Forestry and Fire Protection's authorization to exempt a person from the Forest Practice Act of 1973 engaging in the cutting or removal of trees on the person's property in compliance with specified defensible space requirements as provided.",Land Use,Land Use,Disaster Mitigation-Wildfire
California,A 642,"Requires the director to identify areas in the state as moderate and high fire hazard severity zones. Modifies the factors the director is required to use to classify areas into fire hazard severity zones. Requires a local agency, within a specified number of days of receiving a transmittal from the director that identifies fire hazard severity zones, to make the information available for public comment. Imposes a state mandated local program. Requires the appointment of a cultural burning liaison.",Land Use,Land Use,"Climate Change, Climate Change - Adaptation and Environment"
California,A 66,"Requires the Scripps Institution of Oceanography at the University of California, San Diego, to conduct research on coastal cliff landslides and erosion in the County of San Diego. Provides a report to the Legislature with recommendations for developing a coastal cliff landslide and erosion early warning system based on available research.",Land Use,Land Use,"Climate Change, Climate Change - Adaptation and Environment"
California,A 72,"Enacts the Coastal Adaptation Permitting Act of 2021. Requires the Natural Resources Agency to explore, and authorize it to implement, options within the agency's jurisdiction to establish a more coordinated and efficient regulatory review and permitting process for coastal adaptation projects that use natural infrastructure.",Land Use,Land Use,Disaster Mitigation
California,A 781,"Authorizes the state to provide subvention funds to the County of Orange for a specified flood control project at an estimated cost to the state of the sum that may be appropriated for state cooperation by the Legislature and upon a determination by the Department of Water Resources that the project meets specified requirements. Provides that the state assumes no liability for damages that may result from the project by authorizing the provision of subvention funds, or by the appropriation of those funds.",Land Use,Land Use,Disaster Mitigation-Flooding
California,S 129,Relates to the Budget Act of 2021.,Land Use,Land Use,Disaster Mitigation-Wildfire
California,S 154,"Makes appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.",Land Use,Land Use,Disaster Mitigation-Wildfire
California,S 170,Amends the Budget Act of 2021.,Land Use,Land Use,"Disaster Mitigation, Wildlife-Pollinators"
California,S 27,"Requires the Natural Resources Agency in coordination with the California Environmental Protection Agency, the State Air Resources Board, the Department of Food and Agriculture, and other relevant state agencies, to establish the Natural and Working Lands Climate Smart Strategy and, in developing the strategy, to create a framework to advance the state's climate goals. Requires the state board to establish specified carbon dioxide removal targets.",Land Use,Land Use,Disaster Mitigation
California,S 347,"Allows a taxpayer to designate an amount in excess of personal income tax liability to be transferred into the California Community and Neighborhood Tree Voluntary Tax Contribution Fund, created by this bill.",Land Use,Land Use,"Air Quality (Outdoor), Disaster Mitigation"
California,S 790,Authorizes the department to approve compensatory mitigation credits for wildlife connectivity actions taken under the conservation and mitigation banking program or the regional conservation investment strategy program. Requires the wildlife connectivity action to meet specified requirements.,Land Use,Land Use,Climate Change - Adaptation and Environment
Colorado,H 1007,"Establishes the Wildfire Mitigation Resources and Best Practices Grant Program within the Colorado State Forest Service, provides that grants must be awarded to applicants proposing to conduct outreach among landowners in high wildfire hazard areas and the forest service must consider the potential impact of the applicants proposed outreach when awarding grants.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Wildfire"
Colorado,H 1011,Concerns the establishment of a state grant program that provides funding to local governments that dedicate resources for wildfire mitigation purposes.,Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Wildfire"
Colorado,H 1012,"Concerns healthy forests, appropriates funds, provides that on and after specified date, the state forest service shall develop a publicly accessible statewide carbon accounting framework that yields carbon stock and flux estimates for ecosystems by county and forest cover type and wood products.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Wildfire"
Colorado,H 1151,"Creates the turf replacement fund in the state treasury to be administered by the board for implementation, appropriates funds to the Department of Natural Resources for use by the Colorado Conservation Board.",Land Use,Land Use,"Water-Conservation/Efficiency, Water, Disaster Mitigation, Wildlife-Pollinators"
Colorado,H 1379,"Concerns transfers from the economic recovery and relief cash fund to provide additional funding for the management of certain natural resources, makes an appropriation.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Wildfire"
Colorado,S 114,"Provides a board of county commissioners, in consultation with its fire protection district or fire authority, may apply to the state engineer for the designation of a pond within the borders of a county as a fire suppression pond, provides that before applying for the designation of a pond as a fire suppression pond, a board shall take specified actions, appropriates funds.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Wildfire"
Florida,S 882,"Relates to inventories of critical wetlands, requires each water management district governing board, in cooperation with local governments, to develop a list of critical wetlands for acquisition using funds from the Land Acquisition Trust Fund, requires the boards to consider certain criteria when including wetlands on the list.",Land Use,Land Use,"Water Resources/Planning, Water, Disaster Mitigation-Flooding"
Hawaii,H 1149,"Integrates the land use commission within a modified office of planning, to be renamed the office of planning and sustainable development, integrates the office of environmental quality control within the office of planning and sustainable development, improves the coordination of these related functions so state government can work more efficiently to achieve the State's long-term sustainability and climate change goals.",Land Use,Land Use,Climate Change - Adaptation and Environment
Hawaii,H 1436,"Expands the authority of the counties to regulate the transfer of development rights to help protect areas vulnerable to sea level rise, coastal erosion, storm surge, and flooding, thereby facilitating the potential movement of development away from at risk areas to locations more appropriate for development.",Land Use,Land Use,"Disaster Mitigation, Sea Level Rise, Disaster Mitigation-Flooding"
Hawaii,H 1672,"Expands the purpose and rationale for which counties may create special improvement districts to include environmental research, restoration, and maintenance, relates to natural resource management, relates to natural hazard mitigation to improve environmental conditions and provide community benefits.",Land Use,Land Use,"Disaster Mitigation, Drought, Sea Level Rise, Flooding"
Hawaii,H 243,"Requires the Office of Planning, in cooperation with each state agency having operational responsibilities over state facilities, identifies existing and planned facilities vulnerable to sea level rise, flooding impacts, and natural hazards, assesses options to mitigate the impacts of sea level rise to facilities, submits certain annual reports to the Governor, Legislature, and Hawaii climate change mitigation and adaptation commission.",Land Use,Land Use,"Disaster Mitigation, Sea Level Rise"
Hawaii,S 1107,Establishes the hazard mitigation special fund for the state emergency management agency.,Land Use,Land Use,Disaster Mitigation
Indiana,S 85,"Establishes a drainage task force, provides for membership, requires the task force to review the responsibilities of landowners and state and local authorities under current laws relating to the drainage of land, make certain determinations concerning drainage and regulatory matters, and determine whether the balance between state authority and local authority over drainage of agricultural land favors state authority more in Indiana than in neighboring states.",Land Use,Land Use,Disaster Mitigation-Flooding
Louisiana,H 1052,"Establishes the Hazard Mitigation Revolving Loan Fund to provide assistance for projects that will reduce disaster risks for homeowners, businesses, nonprofit organizations, and communities in order to decrease the loss of life and property, the cost of insurance, and Federal disaster payments, or as otherwise required by federal law or grant agreements.",Land Use,Land Use,Disaster Mitigation
Louisiana,H 686,"Relates to management of the Amite River Basin, provides for the board of commissioners, provides for appointment and terms of commissioners, provides for powers and duties of the board, provides for contact authority, provides for posting requirements, provides for technical assistance from the Coastal Protection and Restoration Authority and the Pontchartrain Levee District, provides for taxing authority.",Land Use,Land Use,Disaster Mitigation-Flooding
Massachusetts,H 4269,"Relates to immediate COVID 19 recovery needs, provides for the expenditure of certain federal funds, makes certain changes in law, each of which is immediately necessary to carry out those appropriations or to accomplish other important public purposes, declares emergency.",Land Use,Land Use,Disaster Mitigation
Massachusetts,S 9,Creates a next-generation roadmap for Massachusetts climate policy.,Land Use,Land Use,Disaster Mitigation
Maryland,H 1300,"Exempts the repair, renovation, reconstruction, or limited expansion of certain existing structures in the Beach Erosion Control District from a certain prohibition under certain circumstances and subject to certain requirements, repeals certain exemptions from a certain prohibition for the widening of the boardwalk in Ocean City and the construction of certain restroom facilities in the District, relates to the Beach Erosion Control District.",Land Use,Land Use,Climate Change - Adaptation and Environment
Maryland,H 1312,"Alters the Resilient Maryland Revolving Loan Fund to provide for loans to be made to private property owners, authorizes the Fund to include money from the Federal Emergency Management Agency, requires a portion of the Fund to be used for a certain purpose under certain circumstances, authorizes loan forgiveness under certain circumstances, relates to the Resilient Maryland Revolving Loan Fund.",Land Use,Land Use,Disaster Mitigation
Maryland,H 653,"Provides that the Department of Agriculture, the Department of Natural Resources, and the Maryland Environmental Trust must allow participants in certain programs to participate in and receive compensation from certain markets, credits, or programs under certain circumstances, authorizes the Department of Agriculture and the Department of Natural Resources to enter into certain partnerships for certain purposes.",Land Use,Land Use,Disaster Mitigation
Maryland,S 64,"Exempts the repair, renovation, reconstruction, or expansion of certain existing structures in the Beach Erosion Control District from a certain prohibition under certain circumstances and subject to certain requirements, repeals certain exemptions from a certain prohibition for the widening of the boardwalk in Ocean City and the construction of certain restroom facilities in the District.",Land Use,Land Use,Climate Change - Adaptation and Environment
Maryland,S 814,"Alters the Resilient Maryland Revolving Loan Fund to provide for loans to be made to private property owners, authorizes the Fund to include money from the Federal Emergency Management Agency, requires a portion of the Fund to be reserved used for a certain purpose under certain circumstances, authorizes loan forgiveness under certain circumstances.",Land Use,Land Use,Disaster Mitigation
Maine,H 1169,(Resolve) Requires specified departments to review the laws and rules they are charged with administering and submit recommendations to the Joint Standing Committee on Environment and Natural Resources by specified dates necessary to incorporate consideration of 1.5 feet of relative sea level rise by 2050 and 4 feet by 2100 into administration of those laws and rules and to implement the strategy designated as Strategy F3 in the 2020 state climate action plan.,Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Flooding, Sea Level Rise"
Maine,S 717,"Establishes the Farmers Drought Relief Grant Program to assist farmers in the state to overcome the adverse effects of drought conditions by providing grants, appropriates funds.",Land Use,Land Use,"Disaster Mitigation, Drought"
Minnesota,H 3420,"Appropriates money for drought relief, establishes cooperative grants for farmers, establishes farm down payment assistance grants, establishes a soil health financial assistance pilot program, makes policy and technical changes to agricultural provisions, modifies previous appropriations, establishes the broadband line extension program, establishes the lower population density pilot program.",Land Use,Land Use,"Disaster Mitigation, Drought"
Minnesota,S 20,"Relates to state government, appropriates money for environment, natural resources, and tourism, appropriates money from environment and natural resources trust fund, modifies fees and programs, modifies disposition and expenditure of certain funds, creates accounts, authorizes sales and conveyances of certain state land, adds to and deleting from state parks and recreation areas, modifies state land and school trust land provisions, provides cost-share incentives to increase tree planting.",Land Use,Land Use,"Disaster Mitigation-Flooding, Wildlife-Pollinators"
North Carolina,S 105,"Makes base budget appropriations for current operations of state agencies, departments, and institutions.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Flooding, Wildlife-Pollinators"
New Jersey,A 3,"Amends and supplements the Appropriations Act, extends dates for authorized appropriations, makes supplemental appropriations of specified amount in state and federal funds.",Land Use,Land Use,Disaster Mitigation-Flooding
New Jersey,S 2021,Appropriates a specified sum in state funds and in federal funds for the state budget for the current fiscal year.,Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Flooding"
New Jersey,S 2022,Appropriates funds for the state budget for fiscal year 2021 to 2022.,Land Use,Land Use,Disaster Mitigation
New Jersey,S 2607,Requires land use plan element of municipal master plan to include climate change-related hazard vulnerability assessment.,Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Flooding"
New Mexico,S 17,"Relates to finance, authorizes the New Mexico Finance Authority to make loans or grants from the Water Project Fund for certain water projects, declares emergency.",Land Use,Land Use,"Water, Disaster Mitigation-Flooding"
New York,S 2509,"Enacts into law major components of legislation which are necessary to implement the state fiscal plan for the 2021 to 2022 state fiscal year, imposes a tax surcharge on wealthy taxpayers, relates to delaying tax reductions, imposes a pass through entity tax, relates to child care services expenditures under the excelsior jobs program and the employer provided child care credit.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Flooding"
New York,S 6532,"Amends the environmental conservation law, relates to permitting kelp cultivation in underwater lands at Gardiner's and Peconic bays and commercial fishing licenses.",Land Use,Land Use,Climate Change - Adaptation and Environment
New York,S 7775,Directs the commissioner of agriculture and markets in conjunction with the state soil and water conservation committee to promulgate rules and regulations to further the climate resilient farming initiative.,Land Use,Land Use,"Climate Change, Climate Change - Adaptation and Environment, Climate Change - Carbon Capture and Sequestration"
New York,S 8204,"Amends the canal law, in relation to designating the director of the upstate flood mitigation task force and assessments of Erie Canal system operation procedures related to flood mitigation and management, amends the canal law relating to the upstate flood mitigation task force.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Flooding"
Oregon,H 4067,"Relates to the urban flood safety and water quality district, creates new provisions, fills any vacancy among the appointed directors of the board of directors.",Land Use,Land Use,Disaster Mitigation-Flooding
Oregon,H 4156,"Relates to state financial administration, transfers Oregon Pre-Disaster Mitigation Fund to Oregon Department of Emergency Management.",Land Use,Land Use,Disaster Mitigation
Oregon,S 1546,Establishes Elliott State Research Forest consisting of lands formerly constituting Elliott State Forest.,Land Use,Land Use,Climate Change - Adaptation and Environment
Rhode Island,H 5760,"Creates a forest conservation commission, to be coordinated with the department of environmental management, to seek new funding and identify incentives for landowners to maintain their land as forest.",Land Use,Land Use,"Land-Forests, Disaster Mitigation"
Rhode Island,H 5920,"Relates to towns and cities -- coastal hazards, authorizes the state's twenty-one coastal communities to adopt the coastal resources management council's (CRMC) coastal hazard application process applicable to a local overlay district.",Land Use,Land Use,Disaster Mitigation-Flooding
Rhode Island,H 5967,"Creates the Ocean State Climate Adaptation and Resilience Fund as a long term source of grant funds to enable cities and towns to implement projects that restore and improve the climate resilience of vulnerable coastal habitats, rivers and stream floodplains with priority to projects that improve community resilience and public safety, provides for technical advisory committee, provides for eligible projects, provides for disbursement, provides for a adaptation fee for each barrel of petroleum product.",Land Use,Land Use,Disaster Mitigation
Rhode Island,H 8295,"Amends dam safety standards to require the state building code standards committee to take into account climate change effect on inundation areas below dams classified as high, significant, or low hazard.",Land Use,Land Use,"Disaster Mitigation, Flooding"
Rhode Island,S 2294,"Amends dam safety standards to require the state building code standards committee to take into account climate change effect on inundation areas below dams classified as high, significant, or low hazard.",Land Use,Land Use,"Disaster Mitigation, Flooding"
Rhode Island,S 470,"Creates a forest conservation commission, to be coordinated with the Department of Environmental Management, to seek new funding and identify incentives for landowners to maintain their land as forest.",Land Use,Land Use,"Climate Change - Adaptation and Environment, Climate Change - Carbon Capture and Sequestration, Climate Change - Emissions Reduction"
Rhode Island,S 473,Allows the twenty-one coastal communities to adopt the Coastal Resources Management Council's coastal hazard application process applicable to local overlay districts for applicants seeking local building permits.,Land Use,Land Use,Disaster Mitigation-Flooding
Utah,H 37,"Amends the state water policy, includes recharge of aquifers as part of the state water policy.",Land Use,Land Use,"Climate Change, Climate Change - Adaptation and Environment"
Utah,HCR 1,"Recognizes and encourages best management practices to reduce carbon emissions while also preserving and expanding forests and other lands to improve climate outcomes, recognizes certain challenges and concerns with current land and forest management practices and how those practices conflict with goals to slow and reverse climate change, encourages improved land management practices, including coordination with all relevant parties, to reverse trends of carbon emissions.",Land Use,Land Use,Disaster Mitigation
Virginia,H 1309,Concerns resilient Virginia Revolving Loan Fund.,Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Flooding"
Virginia,H 1322,Relates to living shorelines.,Land Use,Land Use,Disaster Mitigation
Virginia,H 184,"Relates to Virginia Stormwater Management Programs, relates to regional industrial facility authorities, authorizes a locality that administers a Virginia Stormwater Management Program or a Virginia Erosion and Stormwater Management Program to review, approve, and administer the permits of a regional industrial facility authority of which it is a member.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Flooding"
Virginia,H 516,"Relates to flood resiliency and protection, implements recommendations from the first Coastal Resilience Master Plan, provides guidelines for the development of a Flood Protection Master Plan for the Commonwealth, requires that the Coastal Resilience Master Plan be updated by a specified date, and every specified years thereafter, establishes the Coastal Resilience Technical Advisory Committee to assist with the updates and requires the development of a community outreach.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Flooding"
Virginia,H 517,"Provides that the Governor shall designate a Chief Resilience Officer who shall serve as the primary coordinator of resilience and adaptation initiatives in Virginia and as the primary point of contact regarding issues related to resilience, recurrent flooding, all flooding related pre disaster hazard mitigation, and adaptation, provides that the Chief Resilience Officer shall be equally responsible for all urban, suburban, and rural areas of the Commonwealth.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Flooding"
Virginia,S 551,"Relates to flood resiliency and protection, implements recommendations from the first Virginia Coastal Resilience Master Plan, provides guidelines for the development of a Virginia Flood Protection Master Plan for the Commonwealth and requires that the Coastal Resilience Master Plan be updated by December 31, 2022, and every five years thereafter, establishes the Virginia Coastal Resilience Technical Advisory Committee to assist with the updates and requires the development of a community outreach.",Land Use,Land Use,"Disaster Mitigation, Disaster Mitigation-Flooding"
Virginia,S 756,"Relates to Resilient Virginia Revolving Fund, provides definitions, relates to deposit of moneys, relates to expenditures, relates to investments, relates to annual audit, relates to collection of money due to Fund, relates to loans to local governments, relates to grants to local governments.",Land Use,Land Use,Disaster Mitigation
Vermont,S 258,"Requires the Secretary of Agriculture, Food and Markets to evaluate the sufficiency of the Required Agricultural Practices to determine if the requirements and practices under the Required Agricultural Practices are adequate to address increased and foreseeable climate change induced precipitation in a manner that protects soil resources and prevents harmful or inefficient runoff of nutrient pollution to State waters.",Land Use,Land Use,Disaster Mitigation
Washington,H 1168,Concerns long-term forest health and the reduction of wildfire dangers.,Land Use,Land Use,Disaster Mitigation-Wildfire
Washington,H 1241,Relates to planning under the Growth Management Act.,Land Use,Land Use,Disaster Mitigation-Flooding
Washington,S 5273,Concerns the replacement of shoreline armoring.,Land Use,Land Use,"Climate Change, Climate Change - Adaptation and Environment"
Washington,S 5619,Conserves and restores kelp forests and eelgrass meadows in Washington state.,Land Use,Land Use,"Climate Change, Climate Change - Adaptation and Environment"
Wisconsin,A 68,"Concerns state finances and appropriations, constitutes the executive budget act of the 2021 legislature.",Land Use,Land Use,Disaster Mitigation
